Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,FEN,SetUp,PGN,turn_1,turn_2,turn_3,turn_4,turn_5,turn_6,turn_7,turn_8,turn_1_eval,turn_2_eval,turn_3_eval,turn_4_eval,turn_5_eval,turn_6_eval,turn_7_eval,turn_8_eval
Rated Blitz game,https://lichess.org/Cle4BU1h,2022.09.05,cubicinfinity,Rm1917,0-1,2022.09.05,16:41:45,908,1062,-4,+4,Standard,180+0,A45,Normal,NA,NA,1. d4 Nf6 2. Bf4 Nc6 3. Nf3 d5 4. e3 Bf5 5. Bd3 Bg6 6. Nbd2 Nb4 7. c3 Nxd3+ 8. Ke2 Nxb2 0-1,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,rnbqkb1r/pppppppp/5n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 2 2,r1bqkb1r/pppppppp/2n2n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 3 3,r1bqkb1r/pppppppp/2n2n2/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 4 3,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 4,r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 1 5,cp -2 upperbound,cp 0,cp -2 lowerbound,cp 5 lowerbound,cp -0,cp 10 upperbound,cp -19 lowerbound,cp 7 upperbound
Rated Bullet game,https://lichess.org/7lWCMVnb,2022.09.05,DetroitPawn,cubicinfinity,1-0,2022.09.05,15:57:45,842,888,+6,-16,Standard,120+1,A00,Time forfeit,NA,NA,1. g3 e5 2. Bg2 Nf6 3. e3 d5 4. Ne2 Nc6 5. O-O e4 6. d4 Bd6 7. Nd2 Bg4 8. c4 dxc4 9. Nxc4 Bxe2 10. Qxe2 O-O 11. Nxd6 Qxd6 12. Qc2 Rad8 13. Bxe4 Nxe4 14. Qxe4 Nb4 15. a3 Rfe8 16. Qxb7 Nc2 17. Ra2 Ra8 18. Qb3 Nxe3 19. fxe3 Qc6 20. Qxf7+ Kh8 21. b4 Qe6 22. Qxc7 Qd7 23. Qxd7 1-0,rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/8/6P1/PPPPPPBP/RNBQK1NR b KQkq - 1 2,rnbqkb1r/pppp1ppp/5n2/4p3/8/6P1/PPPPPPBP/RNBQK1NR w KQkq - 2 3,rnbqkb1r/pppp1ppp/5n2/4p3/8/4P1P1/PPPP1PBP/RNBQK1NR b KQkq - 0 3,rnbqkb1r/ppp2ppp/5n2/3pp3/8/4P1P1/PPPP1PBP/RNBQK1NR w KQkq - 0 4,rnbqkb1r/ppp2ppp/5n2/3pp3/8/4P1P1/PPPPNPBP/RNBQK2R b KQkq - 1 4,r1bqkb1r/ppp2ppp/2n2n2/3pp3/8/4P1P1/PPPPNPBP/RNBQK2R w KQkq - 2 5,cp 35 lowerbound,cp -24 upperbound,cp 35 lowerbound,cp -34 lowerbound,cp 34,cp -33 upperbound,cp 39 lowerbound,cp 9
Rated Blitz game,https://lichess.org/ZNsyGElw,2022.09.05,cubicinfinity,ambamichal,0-1,2022.09.05,13:43:49,914,963,-6,+5,Standard,300+0,B01,Time forfeit,NA,NA,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qe6+ 4. Be2 Nc6 5. Nf3 Nf6 6. d4 Ne4 7. Nxe4 Qxe4 8. Qd3 Qd5 9. Be3 g6 10. O-O-O Bg4 11. Qc4 Qd6 12. Bf4 Qxf4+ 13. Kb1 O-O-O 14. d5 Qxc4 15. Bxc4 Na5 16. Be2 e6 17. dxe6 Bxe6 18. Rxd8+ Kxd8 19. Rd1+ Kc8 20. Ne5 Bc5 21. Bg4 Bxg4 22. Nxg4 Re8 23. Ne3 Bxe3 24. fxe3 Rxe3 25. b3 Re2 26. g4 Rxh2 27. Kc1 Rg2 28. c4 Nc6 0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,rnb1kbnr/ppp1pppp/4q3/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,rnb1kbnr/ppp1pppp/4q3/8/8/2N5/PPPPBPPP/R1BQK1NR b KQkq - 3 4,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N5/PPPPBPPP/R1BQK1NR w KQkq - 4 5,cp 15 upperbound,cp -22 upperbound,cp 6,cp -6 lowerbound,cp 8,cp -5 lowerbound,cp 14 upperbound,cp 175
Casual Rapid game,https://lichess.org/EDhk9qUb,2022.09.05,supersayian3,cubicinfinity,1-0,2022.09.05,04:05:43,1500,1225,NA,NA,Standard,900+0,A00,Normal,NA,NA,1. e3 d5 2. c3 Nf6 3. d4 Nc6 4. Bd2 e5 5. h3 e4 6. Be2 Be6 7. Qb3 b6 8. Qa4 Qd7 9. Bb5 O-O-O 10. Bxc6 Qd6 11. c4 a5 12. Nc3 dxc4 13. Bb5 Nd5 14. Bxc4 Qb4 15. Ba6+ Kb8 16. Qc2 Ka7 17. a3 Qd6 18. Bc4 Nxe3 19. Bxe3 Bxc4 20. b3 Bd5 21. Nb5+ Kb7 22. Nxd6+ Rxd6 23. Ne2 f5 24. Nf4 h5 25. Nxd5 Rxd5 26. b4 Be7 27. bxa5 Rxa5 28. O-O Bxa3 29. Bd2 Ra6 30. Qb3 Be7 31. Rxa6 Kxa6 32. Qc4+ b5 33. Ra1+ Kb6 34. Ba5+ Ka7 35. Qxc7+ Ka8 36. Qxe7 Rb8 37. Bc7+ Kb7 38. Bxb8+ Kxb8 39. Qa7+ Kc8 1-0,rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/8/2P1P3/PP1P1PPP/RNBQKBNR b KQkq - 0 2,rnbqkb1r/ppp1pppp/5n2/3p4/8/2P1P3/PP1P1PPP/RNBQKBNR w KQkq - 1 3,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2P1P3/PP3PPP/RNBQKBNR b KQkq - 0 3,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P4/2P1P3/PP3PPP/RNBQKBNR w KQkq - 1 4,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P4/2P1P3/PP1B1PPP/RN1QKBNR b KQkq - 2 4,r1bqkb1r/ppp2ppp/2n2n2/3pp3/3P4/2P1P3/PP1B1PPP/RN1QKBNR w KQkq - 0 5,cp 172,cp -177,cp 173 upperbound,cp -180 lowerbound,cp -6,cp 3 lowerbound,cp -8 upperbound,cp 12 upperbound
Casual Rapid game,https://lichess.org/EqXOsctT,2022.09.05,cubicinfinity,supersayian3,1-0,2022.09.05,03:52:44,1225,1500,NA,NA,Standard,900+0,C00,Normal,NA,NA,1. d4 e6 2. e4 c6 3. Nf3 d5 4. e5 h6 5. Be3 Qb6 6. b3 Qb4+ 7. Bd2 Qb6 8. Nc3 Nd7 9. Bd3 Qd8 10. O-O Nb6 11. a4 Bb4 12. a5 Nd7 13. Ra4 Bxa5 14. Nxd5 Bxd2 15. Qxd2 cxd5 16. Rfa1 a6 17. b4 Nb6 18. R4a3 Bd7 19. b5 Bxb5 20. Bxb5+ axb5 21. Qb4 Rxa3 22. Qxb5+ Qd7 23. Qxd7+ Nxd7 24. Rxa3 Ne7 25. Ra8+ Nc8 26. Rxc8+ 1-0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,rnbqkbnr/pp1p1ppp/2p1p3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,rnbqkbnr/pp1p1ppp/2p1p3/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 3,rnbqkbnr/pp3ppp/2p1p3/3p4/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,rnbqkbnr/pp3ppp/2p1p3/3pP3/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,rnbqkbnr/pp3pp1/2p1p2p/3pP3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 5,cp 8,cp -21 upperbound,cp -8 upperbound,cp 14 upperbound,cp -45 upperbound,cp 39,cp -40 lowerbound,cp 34 lowerbound
Casual Rapid game,https://lichess.org/DrvouGdG,2022.09.05,supersayian3,cubicinfinity,0-1,2022.09.05,03:38:03,1500,1225,NA,NA,Standard,900+0,A00,Normal,NA,NA,1. e3 e5 2. c3 Nf6 3. Qf3 Nc6 4. Be2 d5 5. Bd1 Bg4 6. Qg3 Bxd1 7. Kxd1 g6 8. d4 e4 9. b4 Bd6 10. Qh3 h5 11. g3 Ng4 12. Qg2 Qf6 13. Nh3 O-O-O 14. Rf1 b6 15. Na3 Qf5 16. f3 Nf6 17. fxe4 Qe6 18. Ng5 Qg4+ 19. Nf3 Nxe4 20. h3 Qxg3 21. Qxg3 Nxg3 22. Rg1 h4 23. Ng5 Rhf8 24. Nh7 Rfe8 25. Nf6 Re6 26. Nxd5 a6 27. Nf4 Bxf4 28. exf4 Ne2 29. Re1 Nxf4 30. Rxe6 Nxe6 31. Bg5 Nxg5 32. Nc4 Re8 33. Ne5 Nxe5 34. dxe5 Rxe5 35. Kc2 0-1,rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/8/2P1P3/PP1P1PPP/RNBQKBNR b KQkq - 0 2,rnbqkb1r/pppp1ppp/5n2/4p3/8/2P1P3/PP1P1PPP/RNBQKBNR w KQkq - 1 3,rnbqkb1r/pppp1ppp/5n2/4p3/8/2P1PQ2/PP1P1PPP/RNB1KBNR b KQkq - 2 3,r1bqkb1r/pppp1ppp/2n2n2/4p3/8/2P1PQ2/PP1P1PPP/RNB1KBNR w KQkq - 3 4,r1bqkb1r/pppp1ppp/2n2n2/4p3/8/2P1PQ2/PP1PBPPP/RNB1K1NR b KQkq - 4 4,r1bqkb1r/ppp2ppp/2n2n2/3pp3/8/2P1PQ2/PP1PBPPP/RNB1K1NR w KQkq - 0 5,cp -7,cp 15,cp -11,cp 15 upperbound,cp -8,cp 12 upperbound,cp -15 upperbound,cp 12 upperbound
Rated Rapid game,https://lichess.org/V0vKqHda,2022.09.02,cubicinfinity,PraiseMorph,1-0,2022.09.02,03:18:31,1220,1094,+5,-10,Standard,900+10,C40,Normal,NA,NA,1. e4 e5 2. Nc3 f5 3. Nf3 Nf6 4. d4 fxe4 5. dxe5 exf3 6. Bg5 h6 7. exf6 gxf6 8. Be3 fxg2 9. Bxg2 Rg8 10. Qh5+ Ke7 11. Bd5 Rg2 12. Qf7+ Kd6 13. Bxg2 Nc6 14. O-O-O+ Ke5 15. Qd5# 1-0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,rnbqkbnr/pppp2pp/8/4pp2/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,rnbqkbnr/pppp2pp/8/4pp2/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,rnbqkb1r/pppp2pp/5n2/4pp2/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 2 4,rnbqkb1r/pppp2pp/5n2/4pp2/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,rnbqkb1r/pppp2pp/5n2/4p3/3Pp3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,cp 39,cp -37,cp 25 lowerbound,cp -31 upperbound,cp 28 upperbound,cp -18 lowerbound,cp 21 lowerbound,cp -8 upperbound
Rated Rapid game,https://lichess.org/5G4y2S5w,2022.09.02,cubicinfinity,haraldhorvath,1-0,2022.09.02,02:39:48,1212,1181,+8,-7,Standard,900+10,A45,Time forfeit,NA,NA,1. d4 Nf6 2. Nc3 d5 3. Nf3 Nc6 4. Bf4 Bf5 5. Nb5 e5 6. dxe5 a6 7. Nxc7+ Qxc7 8. exf6 Qxf4 9. e3 Qb4+ 10. c3 Qxb2 11. Be2 Qxc3+ 12. Nd2 Bb4 13. fxg7 Qxg7 14. O-O Bxd2 15. Qxd2 Rg8 16. Bf3 Rd8 17. g3 Qe5 18. Rae1 Bg4 19. Bxg4 Rxg4 20. f3 Rxg3+ 21. hxg3 Qxg3+ 22. Kh1 Qh3+ 23. Kg1 Ke7 24. Qg2 Qxg2+ 25. Kxg2 Nb4 26. Re2 b5 27. a3 Rg8+ 28. Kh3 Rg5 29. f4 Rh5+ 30. Kg4 1-0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,rnbqkb1r/pppppppp/5n2/8/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 2 2,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 3,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 1 3,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq - 2 4,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 3 4,r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P1B2/2N2N2/PPP1PPPP/R2QKB1R w KQkq - 4 5,cp 6 lowerbound,cp -20 upperbound,cp 13,cp -17 upperbound,cp 14,cp -11,cp 14,cp -11 lowerbound
Rated Blitz game,https://lichess.org/vk42QJq4,2022.08.22,cubicinfinity,Izzybae,1/2-1/2,2022.08.22,22:22:33,913,977,+1,-1,Standard,180+0,A40,Time forfeit,NA,NA,1. d4 e5 2. dxe5 d6 3. exd6 Bxd6 4. Nf3 Bb4+ 5. Bd2 Bxd2+ 6. Qxd2 Qxd2+ 7. Nbxd2 Nc6 8. e3 Nf6 9. Bc4 O-O 10. O-O-O Be6 11. Bxe6 fxe6 12. Nc4 Nd5 13. Nce5 Nxe5 14. Nxe5 Rxf2 15. Rhf1 Rxg2 16. e4 Ne3 17. Rg1 Rxh2 18. Rd2 Rxd2 19. Kxd2 Nxc2 20. Kxc2 h6 21. Rg6 Re8 22. b4 Re7 23. b5 a6 24. bxa6 bxa6 25. Nc6 Rd7 26. Rxe6 a5 27. Nxa5 Kf7 28. Rc6 Rd4 29. Rxc7+ Ke6 30. Rxg7 Rxe4 31. Rg6+ Kf5 32. Rxh6 Re5 33. Rh5+ Kf6 34. Rxe5 Kxe5 35. a4 Kd5 36. Kc3 Kc5 1/2-1/2,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4P3/8/8/PPP1PPPP/RNBQKBNR b KQkq - 0 2,rnbqkbnr/ppp2ppp/3p4/4P3/8/8/PPP1PPPP/RNBQKBNR w KQkq - 0 3,rnbqkbnr/ppp2ppp/3P4/8/8/8/PPP1PPPP/RNBQKBNR b KQkq - 0 3,rnbqk1nr/ppp2ppp/3b4/8/8/8/PPP1PPPP/RNBQKBNR w KQkq - 0 4,rnbqk1nr/ppp2ppp/3b4/8/8/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 4,rnbqk1nr/ppp2ppp/8/8/1b6/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 5,cp 11 lowerbound,cp 175 lowerbound,cp -171 upperbound,cp 181 lowerbound,cp -172 upperbound,cp 172 lowerbound,cp -175 lowerbound,cp 165 upperbound
Rated Bullet game,https://lichess.org/vEVCgYyt,2022.08.22,Craddox,cubicinfinity,0-1,2022.08.22,22:16:37,891,873,-5,+15,Standard,120+1,D02,Normal,NA,NA,1. d4 d5 2. Nf3 Nc6 3. Bf4 f5 4. c3 Nf6 5. Ne5 Ne4 6. Nxc6 bxc6 7. f3 Nd6 8. Nd2 e6 9. Qa4 Bd7 10. e3 Be7 11. Nb3 O-O 12. Nc5 Bh4+ 13. g3 Be7 14. Nxd7 Qxd7 15. O-O-O Nc4 16. Bxc4 dxc4 17. Qxc4 Qd5 18. Qe2 Qxa2 19. Kc2 Ba3 20. Kd3 Bxb2 21. Rd2 Rfb8 22. Bxc7 Rb3 23. Rhd1 Rxc3# 0-1,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,r1bqkbnr/ppp1pppp/2n5/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,r1bqkbnr/ppp1pppp/2n5/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,r1bqkbnr/ppp1p1pp/2n5/3p1p2/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,r1bqkbnr/ppp1p1pp/2n5/3p1p2/3P1B2/2P2N2/PP2PPPP/RN1QKB1R b KQkq - 0 4,r1bqkb1r/ppp1p1pp/2n2n2/3p1p2/3P1B2/2P2N2/PP2PPPP/RN1QKB1R w KQkq - 1 5,cp 169 upperbound,cp -27,cp 40 lowerbound,cp -30 upperbound,cp 28 lowerbound,cp -27 upperbound,cp 20 upperbound,cp -24 lowerbound
Casual Crazyhouse game,https://lichess.org/xhPBXmJq,2022.08.22,cubicinfinity,stargirl9,0-1,2022.08.22,21:03:00,1184,1180,NA,NA,Crazyhouse,600+10,B02,Normal,NA,NA,1. e4 Nf6 2. Nc3 d5 3. d3 d4 4. Nb5 Nc6 5. Bf4 e5 6. Bg3 Bb4+ 7. c3 dxc3 8. bxc3 Be7 9. Nf3 Bg4 10. Be2 Bxf3 11. Bxf3 O-O 12. O-O P@f4 13. Bh4 Nd7 14. P@d6 cxd6 15. Bxe7 Nxe7 16. Nxd6 B@c6 17. B@h4 Re8 18. B@c4 N@h6 19. Nxe8 Qxe8 20. Bxe7 Qxe7 21. d4 P@g4 22. d5 N@h3+ 23. gxh3 gxh3 24. d6 Qg5+ 25. P@g4 P@g2 26. N@e7+ Kh8 27. Re1 Bxe4 28. Rxe4 B@c6 29. Bd5 Bxd5 30. Nxd5 B@c6 31. Nc7 Bxe4 32. Nxa8 R@h1# 0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,rnbqkb1r/pppppppp/5n2/8/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 2 2,rnbqkb1r/ppp1pppp/5n2/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,rnbqkb1r/ppp1pppp/5n2/3p4/4P3/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 3,rnbqkb1r/ppp1pppp/5n2/8/3pP3/2NP4/PPP2PPP/R1BQKBNR w KQkq - 0 4,rnbqkb1r/ppp1pppp/5n2/1N6/3pP3/3P4/PPP2PPP/R1BQKBNR b KQkq - 1 4,r1bqkb1r/ppp1pppp/2n2n2/1N6/3pP3/3P4/PPP2PPP/R1BQKBNR w KQkq - 2 5,,,,,,,,
Casual Crazyhouse game,https://lichess.org/O3MDP5ho,2022.08.22,stargirl9,cubicinfinity,0-1,2022.08.22,20:59:37,1180,1184,NA,NA,Crazyhouse,600+10,C23,Normal,NA,NA,1. e4 e5 2. Bc4 Bc5 3. Bxf7+ Kxf7 4. Qf3+ Qf6 5. Qxf6+ Nxf6 6. P@e3 Nxe4 7. d3 Nf6 8. Nf3 Nc6 9. O-O B@e2 10. Re1 Bxf3 11. gxf3 N@h4 12. B@g3 Q@g2# 0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,rnbqk1nr/pppp1Bpp/8/2b1p3/4P3/8/PPPP1PPP/RNBQK1NR b KQkq - 0 3,rnbq2nr/pppp1kpp/8/2b1p3/4P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 4,rnbq2nr/pppp1kpp/8/2b1p3/4P3/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 1 4,rnb3nr/pppp1kpp/5q2/2b1p3/4P3/5Q2/PPPP1PPP/RNB1K1NR w KQkq - 2 5,,,,,,,,
Casual Crazyhouse game,https://lichess.org/JwPeFq1a,2022.08.22,cubicinfinity,lichess AI level 2,1-0,2022.08.22,00:43:30,1184,?,NA,NA,Crazyhouse,-,D01,Normal,NA,NA,1. d4 d5 2. Bf4 Nf6 3. Nc3 Nc6 4. e3 Bg4 5. f3 Bd7 6. Bb5 h6 7. e4 dxe4 8. Nxe4 Nd5 9. Bxc6 P@d2+ 10. Qxd2 bxc6 11. N@a6 B@c4 12. P@b7 e5 13. bxa8=Q Be7 14. Qxd8+ Kxd8 15. R@a8+ Bc8 16. Bxe5 P@d7 17. Bxc7+ Ke8 18. Rxc8+ Bd8 19. Rxd8+ Ke7 20. Q@e5# 1-0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 3 3,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 4 4,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/2N1P3/PPP2PPP/R2QKBNR b KQkq - 0 4,r2qkb1r/ppp1pppp/2n2n2/3p4/3P1Bb1/2N1P3/PPP2PPP/R2QKBNR w KQkq - 1 5,,,,,,,,
Rated Blitz game,https://lichess.org/NvQ1MqIg,2022.08.21,cubicinfinity,Dzis_utes777,1-0,2022.08.21,22:20:08,908,846,+5,-4,Standard,180+0,A13,Normal,NA,NA,1. c4 e6 2. d4 Nc6 3. d5 exd5 4. cxd5 Nb4 5. e4 a5 6. a3 Nxd5 7. exd5 Qe7+ 8. Qe2 Qxe2+ 9. Bxe2 d6 10. Nf3 Nf6 11. Nc3 Bg4 12. Bg5 Bxf3 13. Bxf3 Nd7 14. O-O f6 15. Bh4 g5 16. Bg3 c6 17. Bh5+ Kd8 18. dxc6 bxc6 19. Rac1 Rb8 20. Rc2 Nc5 21. Re1 Nd3 22. Re8+ Kd7 23. Rxb8 Kc7 24. Bxd6+ Kxd6 25. Rd8+ Kc7 26. Rxd3 Bb4 27. Nd5+ Kd6 28. Nxb4+ Ke5 29. Nxc6+ Ke6 30. Rc5 Rc8 31. Bg4+ Kf7 32. Rd7+ 1-0,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/4p3/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/4p3/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,r1bqkbnr/pppp1ppp/2n1p3/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,r1bqkbnr/pppp1ppp/2n1p3/3P4/2P5/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,r1bqkbnr/pppp1ppp/2n5/3p4/2P5/8/PP2PPPP/RNBQKBNR w KQkq - 0 4,r1bqkbnr/pppp1ppp/2n5/3P4/8/8/PP2PPPP/RNBQKBNR b KQkq - 0 4,r1bqkbnr/pppp1ppp/8/3P4/1n6/8/PP2PPPP/RNBQKBNR w KQkq - 1 5,cp 33,cp -36 upperbound,cp 31 lowerbound,cp -34 upperbound,cp -52 upperbound,cp 52,cp -52 upperbound,cp 58
